screen	section	comp_idx	type	label	custom_name	variant	triggers_api	binds_to	state	validation	placeholder	options	note_len
SCREEN-021	⑥ 작업자별 현황 테이블	5.0	Table	작업자별 현황				"""overall.workers"""					40
SCREEN-021	⑦ 에러 상태	6.0	Alert	전체 통계를 불러올 수 없습니다		destructive			"""error"""				0
SCREEN-022	SFR-07 안내 배너	0.0	Alert	처리 요청은 검수 완료(승인)된 영상만 가능합니다.		primary							24
SCREEN-022	Step 1: 처리 종류 선택 (단일 선택)	1.0	Custom	처리 종류 카드 ×4 (겨울/야간/우천/해상도 변경) — 단일 선택	ProcessKindCard								110
SCREEN-022	Step 1: 처리 종류 선택 (단일 선택)	1.1	Badge	선택된 종류 라벨									33
SCREEN-022	Step 1: 처리 종류 선택 (단일 선택)	1.2	Alert	처리 종류를 하나 선택하세요.		outline			"""default"""				24
SCREEN-022	Step 1: 처리 종류 선택 (단일 선택)	1.3	Custom	타겟 해상도 선택 (RESOLUTION 종류 선택 시에만)	TargetResolutionSelect		API-092					"[""RESL_1080P"", ""RESL_720P"", ""RESL_480P""]"	272
SCREEN-022	Step 1: 처리 종류 선택 (단일 선택)	1.4	Custom	생성 조건(prompt) 5필드 (증강 3종 선택 시에만)	AugmentPromptFieldset							"[""time"", ""season"", ""weather"", ""terrain"", ""severity""]"	228
SCREEN-022	Step 2: 대상 영상 선택 (단일 선택)	2.0	Input	영상명 / CCTV / ID 검색							검색어 입력		0
SCREEN-022	Step 2: 대상 영상 선택 (단일 선택)	2.1	Select	이벤트								"[""전체"", ""고정 이벤트 유형들""]"	0
SCREEN-022	Step 2: 대상 영상 선택 (단일 선택)	2.2	Button	조회		primary	API-042						0
SCREEN-022	Step 2: 대상 영상 선택 (단일 선택)	2.3	Button	초기화		secondary							0
SCREEN-022	Step 2: 대상 영상 선택 (단일 선택)	2.4	Table	검수 완료 영상 테이블 (단건 라디오 선택)			API-042						85
SCREEN-022	Step 2: 대상 영상 선택 (단일 선택)	2.5	Custom	이벤트 유형 배지	EventTypeBadge								0
SCREEN-022	Step 2: 대상 영상 선택 (단일 선택)	2.6	Custom	이전/다음 페이지 이동	Pagination								17
SCREEN-022	Step 2: 대상 영상 선택 (단일 선택)	2.7	Badge	검수 완료 N건 / #N 선택									50
SCREEN-022	Step 2: 대상 영상 선택 (단일 선택)	2.8	Button	선택 해제		ghost							23
SCREEN-022	최근 요청 이력	3.0	Custom	증강 잡 카드 ×6 (유형/상태/요청일시)	JobCard		API-059						37
SCREEN-022	최근 요청 이력	3.1	Badge	전체 N건									0
SCREEN-022	최근 요청 이력	3.2	Alert	이력을 불러올 수 없습니다		destructive							10
SCREEN-022	고정 하단 액션 바	4.0	Custom	선택: {종류} × 영상 #N	SelectionSummary								34
SCREEN-022	고정 하단 액션 바	4.1	Button	취소		secondary							0
SCREEN-022	고정 하단 액션 바	4.2	Button	처리 요청		primary	API-060		"""disabled"""				150
SCREEN-022	고정 하단 액션 바	4.3	Toast	증강 요청 등록됨 / 증강 요청 실패									0
SCREEN-023	① 페이지 헤더	0.0	Heading	증강 결과 확인									0
SCREEN-023	① 페이지 헤더	0.1	Breadcrumb	데이터 증강 / 잡 #{jobId}									0
SCREEN-023	① 페이지 헤더	0.2	Badge	잡 상태(PROCESSING/COMPLETED/FAILED)				"""summary.status"""					0
SCREEN-023	② 작업 요약 카드	1.0	KeyValue	작업 ID/증강 유형/대상 영상/총 처리 이미지/생성일				"""summary"""					0
SCREEN-023	② 작업 요약 카드	1.1	Progress	진행률					"""hidden"""				36
SCREEN-023	③ 잡 상태 배너 / 라벨 무결성	2.0	Alert	증강 처리 중입니다...									29
SCREEN-023	③ 잡 상태 배너 / 라벨 무결성	2.1	Alert	증강 처리 실패		destructive							18
SCREEN-023	③ 잡 상태 배너 / 라벨 무결성	2.2	Button	재시도		secondary							30
SCREEN-023	③ 잡 상태 배너 / 라벨 무결성	2.3	Stat	라벨 무결성 %				"""summary.labelIntegrity"""					37
SCREEN-023	④ 영상별 결과 섹션	3.0	Tabs	증강 유형(겨울/야간/비/해상도)								"[""WINTER"", ""NIGHT"", ""RAIN"", ""RESOLUTION""]"	0
SCREEN-023	④ 영상별 결과 섹션	3.1	Custom	12 프레임 페어 그리드(원본/증강)	FrameGrid12			"""result.framePairs"""					0
SCREEN-023	④ 영상별 결과 섹션	3.2	Custom	원본 vs 증강 좌우 비교	SideBySideCompare			"""selectedPair"""					0
SCREEN-023	④ 영상별 결과 섹션	3.3	Button	더 보기		ghost							30
SCREEN-023	⑤ 활용 결정 카드(DecisionCard)	4.0	Button	채택		primary	API-062						0
SCREEN-023	⑤ 활용 결정 카드(DecisionCard)	4.1	Button	거부		destructive	API-063						24
SCREEN-023	⑤ 활용 결정 카드(DecisionCard)	4.2	Dialog	거부 사유 입력									35
SCREEN-023	⑤ 활용 결정 카드(DecisionCard)	4.3	Toast	채택/거부 처리됨·처리 실패									0
SCREEN-023	⑤ 활용 결정 카드(DecisionCard)	4.4	Button	복구		secondary							184
SCREEN-023	⑤ 활용 결정 카드(DecisionCard)	4.5	Alert	폐기 유예 안내		outline							86
SCREEN-023	⑥ 로딩 / 에러 / 잘못된 잡 ID	5.0	Skeleton	로딩 스켈레톤					"""loading"""				0
SCREEN-023	⑥ 로딩 / 에러 / 잘못된 잡 ID	5.1	Alert	증강 결과를 불러올 수 없습니다 / 잘못된 잡 ID					"""error"""				0
SCREEN-024	페이지 헤더 (사용자 수 요약)	0.0	Heading	사용자 관리									0
SCREEN-024	페이지 헤더 (사용자 수 요약)	0.1	Custom	전체 N명	UserCountBadge		API-001	"""users.totalElements"""					0
SCREEN-024	검색·역할·상태 필터	1.0	Input	검색			API-001				이름 또는 이메일 검색		0
SCREEN-024	검색·역할·상태 필터	1.1	Button	검색		primary	API-001						0
SCREEN-024	검색·역할·상태 필터	1.2	Select	역할								"[""전체 역할"", ""검수자"", ""작업자"", ""포털""]"	0
SCREEN-024	검색·역할·상태 필터	1.3	Select	상태								"[""전체 상태"", ""활성"", ""비활성""]"	0
SCREEN-024	검색·역할·상태 필터	1.4	Button	필터 초기화		ghost							0
SCREEN-024	사용자 목록 테이블	2.0	Table	사용자 목록			API-001						0
SCREEN-024	사용자 목록 테이블	2.1	Button	수정		ghost							11
SCREEN-024	사용자 목록 테이블	2.2	Button	비활성화/활성화		ghost							19
SCREEN-024	사용자 목록 테이블	2.3	Custom	페이지네이션	Pagination								0
SCREEN-024	사용자 목록 테이블	2.4	Alert	사용자 목록을 불러올 수 없습니다					"""error"""				0
SCREEN-024	활성/비활성 전환 확인 다이얼로그	3.0	Dialog	사용자 활성화/비활성화 확인									0
SCREEN-024	활성/비활성 전환 확인 다이얼로그	3.1	Button	활성화/비활성화		destructive	API-004						0
SCREEN-024	활성/비활성 전환 확인 다이얼로그	3.2	Button	취소		secondary							0
SCREEN-024	사용자 정보 수정 모달	4.0	Dialog	사용자 정보 수정									0
SCREEN-024	사용자 정보 수정 모달	4.1	Select	역할								"[""검수자"", ""작업자"", ""포털""]"	0
SCREEN-024	사용자 정보 수정 모달	4.2	Select	상태								"[""활성"", ""비활성""]"	0
SCREEN-024	사용자 정보 수정 모달	4.3	Button	저장		primary	API-004						0
SCREEN-024	사용자 정보 수정 모달	4.4	Button	취소		secondary							0
SCREEN-025	페이지 헤더	0.0	Heading	시스템 설정									0
SCREEN-025	편집 가능 — DB 영속화 (설정 카드 3종)	1.0	Card	배치 처리 카드			API-069						0
SCREEN-025	편집 가능 — DB 영속화 (설정 카드 3종)	1.1	Custom	처리 주기 (초) 10~300	Slider			"""configs.BATCH_INTERVAL_SEC"""					0
SCREEN-025	편집 가능 — DB 영속화 (설정 카드 3종)	1.2	Custom	동시 처리 수 1~8	Slider			"""configs.BATCH_CONCURRENCY"""					0
SCREEN-025	편집 가능 — DB 영속화 (설정 카드 3종)	1.3	Card	YOLO 추론 파라미터 카드			API-069						0
SCREEN-025	편집 가능 — DB 영속화 (설정 카드 3종)	1.4	Custom	Confidence Threshold 0.25~0.80	Slider			"""configs.YOLO_CONF_THRESHOLD"""					0
SCREEN-025	편집 가능 — DB 영속화 (설정 카드 3종)	1.5	Input	이미지 크기 imgsz (320~1920, step32)				"""configs.YOLO_IMGSZ"""					0
SCREEN-025	편집 가능 — DB 영속화 (설정 카드 3종)	1.6	Custom	IoU 임계값 0.25~0.80	Slider			"""configs.YOLO_IOU"""					0
SCREEN-025	편집 가능 — DB 영속화 (설정 카드 3종)	1.7	Card	라벨링 정밀도 카드 (FEAT-007)			API-069						0
SCREEN-025	편집 가능 — DB 영속화 (설정 카드 3종)	1.8	Custom	인식 민감도 0.25~0.80	Slider			"""configs.YOLO_CONF_THRESHOLD"""					0
SCREEN-025	편집 가능 — DB 영속화 (설정 카드 3종)	1.9	Custom	경계 세밀함 0.0~50.0px	Slider			"""configs.POLYGON_SIMPLIFY_TOLERANCE"""					0
SCREEN-025	편집 가능 — DB 영속화 (설정 카드 3종)	1.10	Button	저장		primary	API-069						0
SCREEN-025	실시간 모니터링 — 외부 연동 헬스	2.0	List	외부 연동 상태 목록				"""health.components"""					0
SCREEN-025	실시간 모니터링 — 외부 연동 헬스	2.1	Custom	정상/연결 끊김/서비스 중단	StatusBadge								0
SCREEN-025	위험 액션 (placeholder)	3.0	Alert	위험 액션 운영 도구 이관 예정 안내									0
SCREEN-025	위험 액션 (placeholder)	3.1	Button	시스템 초기화 (개발 전용)		destructive							0
SCREEN-025	위험 액션 (placeholder)	3.2	Button	배치 큐 초기화		secondary							0
SCREEN-025	위험 액션 (placeholder)	3.3	Button	캐시 삭제		secondary							0
SCREEN-025	위험 액션 (placeholder)	3.4	Dialog	위험 액션 확인 다이얼로그									0
SCREEN-026	페이지 헤더 · 프리셋 추가	0.0	Heading	프리셋 관리									0
SCREEN-026	페이지 헤더 · 프리셋 추가	0.1	Custom	라벨 코드 프리셋 관리 — 전체 N개	PageHeader								0
SCREEN-026	페이지 헤더 · 프리셋 추가	0.2	Button	프리셋 추가		primary							42
SCREEN-026	프리셋 카드 그리드	1.0	Card	프리셋 카드									19
SCREEN-026	프리셋 카드 그리드	1.1	List	라벨 코드 칩 목록				"""preset.labelCodes"""					0
SCREEN-026	프리셋 카드 그리드	1.2	Button	수정		ghost							19
SCREEN-026	프리셋 카드 그리드	1.3	Button	삭제		ghost							25
SCREEN-026	프리셋 카드 그리드	1.4	Custom	로딩 스켈레톤 ×4	Skeleton				"""loading"""				0
SCREEN-026	프리셋 카드 그리드	1.5	Custom	등록된 프리셋이 없습니다	EmptyState								0
SCREEN-026	프리셋 카드 그리드	1.6	Custom	프리셋 목록을 불러올 수 없습니다	ErrorState				"""error"""				0
SCREEN-026	페이지네이션	2.0	Custom	페이지네이션	Pagination			"""safePage"""					0
SCREEN-026	프리셋 편집 모달	3.0	Input	프리셋 이름							예: 교통사고 표준 프리셋		2
SCREEN-026	프리셋 편집 모달	3.1	Textarea	설명							프리셋에 대한 설명을 입력하세요.		0
SCREEN-026	프리셋 편집 모달	3.2	Select	매핑 이벤트 타입								"[""선택 안 함 (-)"", ""EVENT_TYPE_OPTIONS 6종""]"	0
SCREEN-026	프리셋 편집 모달	3.3	Custom	라벨 마스터 체크박스 멀티셀렉트 (형태는 읽기 전용)	PresetCodeChip								162
SCREEN-026	프리셋 편집 모달	3.4	Button	만들기/저장		primary	API-038						0
SCREEN-026	프리셋 편집 모달	3.5	Button	취소		secondary							0
SCREEN-026	프리셋 편집 모달	3.6	Alert	미연결 라벨 경고 배너		outline							89
SCREEN-026	프리셋 삭제 확인	4.0	Dialog	프리셋 삭제									0
SCREEN-026	프리셋 삭제 확인	4.1	Button	삭제		destructive	API-040						0
SCREEN-026	프리셋 삭제 확인	4.2	Button	취소		secondary							0
SCREEN-027	파일 + 메타 입력 폼	0.0	Heading	영상 업로드 (PageHeader)									45
SCREEN-027	파일 + 메타 입력 폼	0.1	Input	영상 파일					"""default"""				95
SCREEN-027	파일 + 메타 입력 폼	0.2	Input	vmsClipId							test-xxxx		21
SCREEN-027	파일 + 메타 입력 폼	0.3	Input	cctvId							CCTV-001		40
SCREEN-027	파일 + 메타 입력 폼	0.4	Select	eventTypeCd								"[""EVT_FALL"", ""EVT_VIOLENCE"", ""EVT_ACCIDENT"", ""EVT_ABNORMAL"", ""EVT_FLOOD"", ""EVT_FIRE""]"	38
SCREEN-027	파일 + 메타 입력 폼	0.5	Input	localGovCd							11680		49
SCREEN-027	파일 + 메타 입력 폼	0.6	RadioGroup	prvcTypeCd								"[""ANONY (원본만 저장)"", ""PRVC (비식별 처리 대상)"", ""PSDO (비식별 처리 대상)""]"	0
SCREEN-027	파일 + 메타 입력 폼	0.7	Input	capturedAt									42
SCREEN-027	파일 + 메타 입력 폼	0.8	Custom	영상 길이 (durationSec)	DurationPlaceholder				"""readonly"""				45
SCREEN-027	파일 + 메타 입력 폼	0.9	Checkbox	실행 단계 선택 (4종 토글)								"[""프레임 추출 (FRAME_EXTRACT)"", ""비식별 (DEIDENTIFY)"", ""YOLO 자동 라벨 (YOLO)"", ""SAM2 세그멘테이션 (SAM2)""]"	21
SCREEN-027	파일 + 메타 입력 폼	0.10	Alert	에러 메시지		destructive			"""hidden"""				53
SCREEN-027	파일 + 메타 입력 폼	0.11	Button	실행		primary							127
SCREEN-027	파일 + 메타 입력 폼	0.12	Button	초기화		secondary							10
SCREEN-027	실행 결과 + 파이프라인 상태	1.0	Card	실행 결과									20
SCREEN-027	실행 결과 + 파이프라인 상태	1.1	Custom	rawSn 칩	RawSnChip								38
SCREEN-027	실행 결과 + 파이프라인 상태	1.2	Custom	파이프라인 상태	PipelineStatus								43
SCREEN-027	실행 결과 + 파이프라인 상태	1.3	Custom	파이프라인 진행 중	Spinner				"""loading"""				17
SCREEN-027	실행 결과 + 파이프라인 상태	1.4	Alert	파이프라인 실행 실패		destructive			"""hidden"""				51
SCREEN-027	실행 결과 + 파이프라인 상태	1.5	List	결과 메타 3열									22
SCREEN-027	실행 결과 + 파이프라인 상태	1.6	List	단계별 진행 칩			API-043						78
SCREEN-027	실행 결과 + 파이프라인 상태	1.7	Custom	영상 상세 보기 →	Link								37
SCREEN-030	페이지 헤더	0.0	Heading	게시판 / 공지사항									0
SCREEN-030	페이지 헤더	0.1	Button	+ 새 공지 작성		primary	API-097						12
SCREEN-030	검색 필터	1.0	Select	검색 필드								"[""제목+내용"", ""제목"", ""내용""]"	0
SCREEN-030	검색 필터	1.1	Input	검색어							검색어를 입력하세요		0
SCREEN-030	검색 필터	1.2	Button	검색		secondary	API-095						0
SCREEN-030	게시글 테이블	2.0	Table	공지 목록			API-095						0
SCREEN-030	게시글 테이블	2.1	Custom	페이지네이션	Pagination								0
SCREEN-031	상단 액션 바	0.0	Button	목록으로		ghost							34
SCREEN-031	상단 액션 바	0.1	Button	수정		secondary							57
SCREEN-031	상단 액션 바	0.2	Button	발행		primary	API-100						55
SCREEN-031	상단 액션 바	0.3	Button	발행취소		secondary	API-101						64
SCREEN-031	상단 액션 바	0.4	Button	삭제		destructive							57
SCREEN-031	게시글 본문	1.0	Badge	고정									37
SCREEN-031	게시글 본문	1.1	Badge	발행 / 작성중									63
SCREEN-031	게시글 본문	1.2	Heading	공지 제목				"""notice.title"""					2
SCREEN-031	게시글 본문	1.3	KeyValue	게시 메타									86
SCREEN-031	게시글 본문	1.4	Text	본문				"""notice.content"""					31
SCREEN-031	게시글 본문	1.5	Skeleton	로딩 placeholder					"""loading"""				22
SCREEN-031	게시글 본문	1.6	Alert	공지를 불러올 수 없습니다					"""error"""				44
SCREEN-031	첨부파일 다운로드	2.0	Heading	첨부파일 (N)									21
SCREEN-031	첨부파일 다운로드	2.1	List	첨부 다운로드 목록			API-107						102
SCREEN-031	공지 수정 모달 (REVIEWER)	3.0	Input	제목 *						"""필수 · 최대 200자 (zod noticeSchema)"""	공지 제목을 입력하세요 (최대 200자)		40
SCREEN-031	공지 수정 모달 (REVIEWER)	3.1	Textarea	내용 *						"""필수 (zod)"""	공지 내용을 입력하세요.		27
SCREEN-031	공지 수정 모달 (REVIEWER)	3.2	Checkbox	상단 고정									18
SCREEN-031	공지 수정 모달 (REVIEWER)	3.3	Button	파일 추가		secondary	API-106						87
SCREEN-031	공지 수정 모달 (REVIEWER)	3.4	List	기존 첨부 목록			API-108						83
SCREEN-031	공지 수정 모달 (REVIEWER)	3.5	Button	취소		secondary							5
SCREEN-031	공지 수정 모달 (REVIEWER)	3.6	Button	저장		primary	API-098						72
SCREEN-031	삭제 확인 모달 (REVIEWER)	4.0	Dialog	공지를 삭제하시겠습니까?		destructive							48
SCREEN-031	삭제 확인 모달 (REVIEWER)	4.1	Button	삭제		destructive	API-099						91
SCREEN-031	삭제 확인 모달 (REVIEWER)	4.2	Button	취소		secondary							20
SCREEN-032	페이지 헤더	0.0	Heading	비식별 신고 관리									0
SCREEN-032	신고 상태 필터 탭	1.0	Custom	상태 탭 (미해소 OPEN / 해소됨 RESOLVED)	StatusTabs							"[""미해소(OPEN)"", ""해소됨(RESOLVED)""]"	0
SCREEN-032	신고 상태 필터 탭	1.1	Custom	전체 N건 배지	CountBadge			"""reports.totalElements"""					0
SCREEN-032	신고 목록 테이블	2.0	Table	신고 목록									0
SCREEN-032	신고 목록 테이블	2.1	Button	해소 처리		primary	API-094						262
SCREEN-032	신고 목록 테이블	2.2	Custom	페이지네이션	Pagination								37
SCREEN-032	신고 목록 테이블	2.3	Alert	신고 목록을 불러올 수 없습니다					"""error"""				0
SCREEN-035	페이지 헤더 + 라벨 추가	0.0	Heading	라벨 관리									0
SCREEN-035	페이지 헤더 + 라벨 추가	0.1	Text	라벨 클래스(마스터) 관리 — 전체 N개									0
SCREEN-035	페이지 헤더 + 라벨 추가	0.2	Button	라벨 추가		primary	API-024						0
SCREEN-035	라벨 마스터 테이블	1.0	Table	라벨 마스터 목록			API-024						0
SCREEN-035	라벨 마스터 테이블	1.1	IconButton	속성									15
SCREEN-035	라벨 마스터 테이블	1.2	IconButton	수정									37
SCREEN-035	라벨 마스터 테이블	1.3	IconButton	삭제		destructive							24
SCREEN-035	라벨 추가/수정 모달	2.0	Input	라벨명									0
SCREEN-035	라벨 추가/수정 모달	2.1	Select	형태 (BBOX/POLYGON/POINT/SKELETON)								"[""BBOX"", ""POLYGON"", ""POINT"", ""SKELETON""]"	0
SCREEN-035	라벨 추가/수정 모달	2.2	Input	색상									0
SCREEN-035	라벨 추가/수정 모달	2.3	Input	정렬순									0
SCREEN-035	라벨 추가/수정 모달	2.4	Select	COCO 검출클래스 매핑(선택)									0
SCREEN-035	라벨 추가/수정 모달	2.5	Button	저장		primary	API-026						0
SCREEN-035	라벨 추가/수정 모달	2.6	Button	취소		secondary							0
SCREEN-035	삭제 확인 모달	3.0	Dialog	라벨 삭제		destructive							0
SCREEN-035	삭제 확인 모달	3.1	Button	삭제		destructive	API-027						0
SCREEN-035	삭제 확인 모달	3.2	Button	취소		secondary							0
SCREEN-035	속성 정의 패널 (LabelAttrDefPanel)	4.0	List	속성 정의 목록			API-028						0
SCREEN-035	속성 정의 패널 (LabelAttrDefPanel)	4.1	Button	속성 추가		primary	API-029						0
SCREEN-035	속성 정의 패널 (LabelAttrDefPanel)	4.2	IconButton	속성 수정			API-030						0
SCREEN-035	속성 정의 패널 (LabelAttrDefPanel)	4.3	IconButton	속성 삭제		destructive	API-031						0
